"Message",Low,"Starting .NET Native compilation"
"Message",Low,""
"Message",Low,""
"Message",Low,"Task ""Gatekeeper"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM\ilc\ilc.exe --gatekeeper @""D:\Ivirius Company\Programări\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\intermediate\gkargs.rsp""'"
"Message",Low,"Microsoft (R) .NET Native Gatekeeper Version 2.2.31116.00 "
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved. "
"Message",Low," "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\ColorCode.Core.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\ColorCode.UWP.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Ivirius Hub.exe'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Graphics.Canvas.winmd'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Toolkit.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Toolkit.Uwp.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Toolkit.Uwp.UI.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Toolkit.Uwp.UI.Controls.Core.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Toolkit.Uwp.UI.Controls.DataGrid.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Toolkit.Uwp.UI.Controls.Input.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Toolkit.Uwp.UI.Controls.Layout.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Toolkit.Uwp.UI.Controls.Markdown.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Toolkit.Uwp.UI.Controls.Media.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Toolkit.Uwp.UI.Controls.Primitives.dll'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.UI.Xaml.winmd'. "
"Message",Low,"Checking assembly 'D:\Ivirius Company\Programari\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Microsoft.Web.WebView2.Core.winmd'. "
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM\ilc\ilc.exe --gatekeeper @""D:\Ivirius Company\Programări\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\intermediate\gkargs.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |      297 |      344 |      297 |      344 | [0] Gatekeeper"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       344 ms"
"Message",Normal,"System time per command: 344 ms"
"Message",Normal,"Total duration:          297 ms"
"Message",Normal,"Total lifetime:          344 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            0,9"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Done executing task ""Gatekeeper""."
"Message",Low,"Done building target ""RunGatekeeper"" in file ""Preparation""."
"Message",Low,""
"Message",Low,"Done building target ""CreateToolchainGeneratedAssembly"" in file ""Preparation""."
"Message",Low,""
"Message",Low,"Task ""PreMergeAssemblyClosure"""
"Message",Low,"Done executing task ""PreMergeAssemblyClosure""."
"Message",Low,"Done building target ""ConstructPreMergeAssemblyClosure"" in file ""Preparation""."
"Message",Low,""
"Message",Low,"Task ""McgReferenceResolveFilePath"""
"Message",Low,"Done executing task ""McgReferenceResolveFilePath""."
"Message",Low,"Done building target ""PreResolveTransforms"" in file ""Preparation""."
"Message",Low,""
"Message",Low,"Task ""ResolveToolchainRequiredAssemblyRoots"""
"Message",Low,"Done executing task ""ResolveToolchainRequiredAssemblyRoots""."
"Message",Low,"Task ""ILTransformAssemblyClosure"""
"Message",Low,"Done executing task ""ILTransformAssemblyClosure""."
"Message",Low,"Task ""ResolveToolchainRequiredAssemblyRoots"""
"Message",Low,"Done executing task ""ResolveToolchainRequiredAssemblyRoots""."
"Message",Low,"Task ""ReducedCopyAssemblyClosure"""
"Message",Low,"Done executing task ""ReducedCopyAssemblyClosure""."
"Message",Low,"Done building target ""ConstructILTransformAssemblyClosure"" in file ""Preparation""."
"Message",Low,"Done building project ""Preparation""."
"Message",Low,""
"Message",Low,""
"Message",High,"Processing application code"
"Message",Low,"Task ""RunILTransforms"""
"Message",Normal,"Running 'DumpNativeResources' transform, heap at 57 MB."
"Message",Normal,"Running 'Analysis' transform, heap at 72 MB."
"Message",Low,"Loading 111 modules..."
"Message",Normal,"Imported reflection directives from 13 files:"
"Message",Normal,"D:\Ivirius Company\Programări\Visual Studio\Apps\Ivirius Hub\Ivirius Hub\obj\ARM\Release\ilc\in\Properties\Default.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Interop: Resources.System.Private.Interop.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.WinRTInterop.CoreLib: Resources.System.Private.WinRTInterop.CoreLib.rd.xml"
"Message",Normal,"Embedded manifest in System.Runtime.WindowsRuntime.UI.Xaml: Resources.System.Runtime.WindowsRuntime.UI.Xaml.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.CoreLib: Resources.System.Private.CoreLib.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Uri: Resources.System.Private.Uri.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Reflection.Core: System.Private.Reflection.Core.rd.xml"
"Message",Normal,"Embedded manifest in System.ComponentModel.Annotations: System.ComponentModel.Annotations.Resources.System.ComponentModel.Annotations.rd.xml"
"Message",Normal,"Embedded manifest in System.Net.Primitives: Resources.System.Net.Primitives.rd.xml"
"Message",Normal,"Embedded manifest in System.ComponentModel.TypeConverter: System.ComponentModel.TypeConverter.Resources.System.ComponentModel.TypeConverter.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Xml: System.Xml.Resources.System.Private.Xml.rd.xml"
"Message",Normal,"Embedded manifest in System.Runtime.Serialization.Formatters: System.Runtime.Serialization.Formatters.Resources.System.Runtime.Serialization.Formatters.rd.xml"
"Message",Normal,"Embedded manifest in System.Linq.Expressions: System.Linq.Expressions.Resources.System.Linq.Expressions.rd.xml"
"Message",Normal,"Imported XAML Roots from 7 files:"
